"","score","lambda"
"1",0.642857142857143,0.00102724517538478
"2",0.642857142857143,0.00149035686301935
"3",0.602040816326531,0.000935987545209939
"4",0.642857142857143,0.00285837072113884
"5",0.693877551020408,0.00048802468181891
"6",0.622448979591837,0.000535606485826395
"7",0.612244897959184,0.0615817303859296
"8",0.622448979591837,0.000535606485826395
"9",0.612244897959184,0.0980555296776859
"10",0.63265306122449,0.0011274003118435
"11",0.602040816326531,0.000935987545209939
"12",0.673469387755102,0.000587827456984543
"13",0.602040816326531,0.0675858730754839
"14",0.653061224489796,0.000279265665620521
"15",0.642857142857143,0.00163566481730784
"16",0.591836734693878,0.0266572610116708
"17",0.63265306122449,0.000535606485826395
"18",0.63265306122449,0.000535606485826395
"19",0.693877551020408,0.000587827456984543
"20",0.653061224489796,0.000369172774737522
"21",0.622448979591837,0.00179514011775578
"22",0.622448979591837,0.000535606485826395
"23",0.63265306122449,0.00377859787384394
"24",0.663265306122449,0.00123732045046473
"25",0.642857142857143,0.000369172774737522
"26",0.602040816326531,0.000935987545209939
"27",0.63265306122449,0.0465843206843123
"28",0.63265306122449,0.0814074233909011
"29",0.663265306122449,0.00197016406312403
"30",0.663265306122449,0.00123732045046473
"31",0.63265306122449,0.000132673816215637
"32",0.622448979591837,0.00216225262709741
"33",0.663265306122449,0.00313705833777137
"34",0.642857142857143,0.0011274003118435
"35",0.63265306122449,0.00313705833777137
"36",0.63265306122449,0.000444669914138503
"37",0.612244897959184,0.0814074233909011
"38",0.63265306122449,0.00135795766690435
"39",0.673469387755102,0.00163566481730784
"40",0.622448979591837,0.00660320709675094
"41",0.663265306122449,0.00455133451625934
"42",0.642857142857143,0.00102724517538478
"43",0.653061224489796,0.000279265665620521
"44",0.653061224489796,0.00260444094427268
"45",0.622448979591837,0.0893445466734845
"46",0.63265306122449,0.00216225262709741
"47",0.653061224489796,0.00123732045046473
"48",0.653061224489796,0.00048802468181891
"49",0.63265306122449,0.00149035686301935
"50",0.642857142857143,0.00216225262709741
"51",0.63265306122449,0.00414700650183842
"52",0.622448979591837,0.000852836991383259
"53",0.653061224489796,0.00237306958892352
"54",0.63265306122449,0.000935987545209939
"55",0.653061224489796,0.000708040252999199
"56",0.693877551020408,0.000587827456984543
"57",0.642857142857143,0.000306493723263119
"58",0.63265306122449,0.0980555296776859
"59",0.663265306122449,0.00216225262709741
"60",0.612244897959184,0.000587827456984543
"61",0.622448979591837,0.00179514011775578
"62",0.642857142857143,0.000852836991383259
"63",0.642857142857143,0.000444669914138503
"64",0.591836734693878,0.00216225262709741
"65",0.653061224489796,0.00548209853773636
"66",0.63265306122449,0.000369172774737522
"67",0.714285714285714,0.000587827456984543
"68",0.622448979591837,0.074175412265114
"69",0.612244897959184,0.00344291765298378
"70",0.663265306122449,0.00285837072113884
"71",0.663265306122449,0.000444669914138503
"72",0.642857142857143,0.00455133451625934
"73",0.663265306122449,0.000405166664528076
"74",0.622448979591837,0.00123732045046473
"75",0.63265306122449,0.00149035686301935
"76",0.612244897959184,0.00163566481730784
"77",0.673469387755102,0.000254456473575221
"78",0.642857142857143,0.000587827456984543
"79",0.63265306122449,0.000211254234687058
"80",0.693877551020408,0.000369172774737522
"81",0.622448979591837,0.000852836991383259
"82",0.653061224489796,0.00285837072113884
"83",0.663265306122449,0.00260444094427268
"84",0.642857142857143,0.000405166664528076
"85",0.653061224489796,0.000587827456984543
"86",0.663265306122449,0.000935987545209939
"87",0.622448979591837,0.00163566481730784
"88",0.612244897959184,0.0386751214316098
"89",0.653061224489796,0.00313705833777137
"90",0.653061224489796,0.00149035686301935
"91",0.673469387755102,0.000777073303586012
"92",0.653061224489796,0.00377859787384394
"93",0.673469387755102,0.00135795766690435
"94",0.663265306122449,0.00499508401294056
"95",0.642857142857143,0.000708040252999199
"96",0.63265306122449,0.000369172774737522
"97",0.612244897959184,0.000935987545209939
"98",0.693877551020408,0.00179514011775578
"99",0.683673469387755,0.000777073303586012
"100",0.602040816326531,0.00285837072113884
